	['Date', 'Cash', 'Stock']
1256	['2021-06-14' 11000.0 364970.0]
1257	['2021-06-15' 10650.0 364970.0]
1258	['2021-06-16' 10400.0 364970.0]
1259	['2021-06-17' 10360.0 364970.0]
1260	['2021-06-18' 10000.0 345070.0]
1261	['2021-06-19' 10000.0 345070.0]
1262	['2021-06-20' 10000.0 345070.0]
1263	['2021-06-21' 9950.0 345070.0]
1264	['2021-06-22' 10100.0 345070.0]
1265	['2021-06-23' 10150.0 345070.0]
1266	['2021-06-24' 10100.0 345070.0]
1267	['2021-06-25' 10050.0 361020.0]
1268	['2021-06-26' 10050.0 361020.0]
1269	['2021-06-27' 10050.0 361020.0]
1270	['2021-06-28' 10150.0 361020.0]
1271	['2021-06-29' 10150.0 361020.0]
1272	['2021-06-30' 10200.0 361020.0]
1273	['2021-07-01' 10400.0 361020.0]
1274	['2021-07-02' 10600.0 382520.0]
1275	['2021-07-03' 10600.0 382520.0]
1276	['2021-07-04' 10600.0 382520.0]
1277	['2021-07-05' 10600.0 382520.0]
1278	['2021-07-06' 10550.0 382520.0]
1279	['2021-07-07' 10350.0 382520.0]
1280	['2021-07-08' 10250.0 382520.0]
1281	['2021-07-09' 10250.0 381370.0]
1282	['2021-07-10' 10250.0 381370.0]
1283	['2021-07-11' 10250.0 381370.0]
1284	['2021-07-12' 10250.0 381370.0]
1285	['2021-07-13' 10400.0 381370.0]
1286	['2021-07-14' 10550.0 381370.0]
1287	['2021-07-15' 10750.0 381370.0]
1288	['2021-07-16' 10700.0 392220.0]
1289	['2021-07-17' 10700.0 392220.0]
1290	['2021-07-18' 10700.0 392220.0]
1291	['2021-07-19' 10750.0 392220.0]
1292	['2021-07-20' 10850.0 392220.0]
1293	['2021-07-21' 10750.0 392220.0]
1294	['2021-07-22' 10450.0 392220.0]
1295	['2021-07-23' 10550.0 416120.0]
1296	['2021-07-24' 10550.0 416120.0]
1297	['2021-07-25' 10550.0 416120.0]
1298	['2021-07-26' 10450.0 416120.0]
1299	['2021-07-27' 10450.0 416120.0]
1300	['2021-07-28' 10400.0 416120.0]
1301	['2021-07-29' 10250.0 416120.0]
1302	['2021-07-30' 10050.0 414070.0]
1303	['2021-07-31' 10050.0 414070.0]
1304	['2021-08-01' 10050.0 414070.0]
1305	['2021-08-02' 9950.0 414070.0]
1306	['2021-08-03' 10050.0 414070.0]
1307	['2021-08-04' 10250.0 414070.0]
1308	['2021-08-05' 10300.0 414070.0]
1309	['2021-08-06' 10250.0 411320.0]
1310	['2021-08-07' 10250.0 411320.0]
1311	['2021-08-08' 10250.0 411320.0]
1312	['2021-08-09' 10250.0 411320.0]
1313	['2021-08-10' 10280.0 411320.0]
1314	['2021-08-11' 10480.0 411320.0]
1315	['2021-08-12' 10700.0 411320.0]
1316	['2021-08-13' 10650.0 420320.0]
1317	['2021-08-14' 10650.0 420320.0]
1318	['2021-08-15' 10650.0 420320.0]
1319	['2021-08-16' 10800.0 420320.0]
1320	['2021-08-17' 10880.0 420320.0]
1321	['2021-08-18' 10730.0 420320.0]
1322	['2021-08-19' 10750.0 420320.0]
1323	['2021-08-20' 10700.0 468570.0]
1324	['2021-08-21' 10700.0 468570.0]
1325	['2021-08-22' 10700.0 468570.0]
1326	['2021-08-23' 10700.0 468570.0]
1327	['2021-08-24' 10800.0 468570.0]
1328	['2021-08-25' 10900.0 468570.0]
1329	['2021-08-26' 10950.0 468570.0]
1330	['2021-08-27' 10800.0 474120.0]
1331	['2021-08-28' 10800.0 474120.0]
1332	['2021-08-29' 10800.0 474120.0]
1333	['2021-08-30' 10800.0 474120.0]
1334	['2021-08-31' 10900.0 474120.0]
1335	['2021-09-01' 10750.0 474120.0]
1336	['2021-09-02' 10800.0 474120.0]
1337	['2021-09-03' 11100.0 488370.0]
1338	['2021-09-04' 11100.0 488370.0]
1339	['2021-09-05' 11100.0 488370.0]
1340	['2021-09-06' 11050.0 488370.0]
1341	['2021-09-07' 11050.0 488370.0]
1342	['2021-09-08' 11000.0 488370.0]
1343	['2021-09-09' 10950.0 488370.0]
1344	['2021-09-10' 10900.0 473370.0]
1345	['2021-09-11' 10900.0 473370.0]
1346	['2021-09-12' 10900.0 473370.0]
1347	['2021-09-13' 10900.0 473370.0]
1348	['2021-09-14' 10950.0 473370.0]
1349	['2021-09-15' 11100.0 473370.0]
1350	['2021-09-16' 11200.0 473370.0]
1351	['2021-09-17' 11000.0 463420.0]
1352	['2021-09-18' 11000.0 463420.0]
1353	['2021-09-19' 11000.0 463420.0]
1354	['2021-09-20' 11000.0 463420.0]
1355	['2021-09-21' 11000.0 463420.0]
1356	['2021-09-22' 11050.0 463420.0]
1357	['2021-09-23' 11250.0 463420.0]
1358	['2021-09-24' 11380.0 460870.0]
1359	['2021-09-25' 11380.0 460870.0]
1360	['2021-09-26' 11380.0 460870.0]
1361	['2021-09-27' 11350.0 460870.0]
1362	['2021-09-28' 11300.0 460870.0]
1363	['2021-09-29' 11350.0 460870.0]
1364	['2021-09-30' 11600.0 460870.0]
1365	['2021-10-01' 11600.0 429870.0]
1366	['2021-10-02' 11600.0 429870.0]
1367	['2021-10-03' 11600.0 429870.0]
1368	['2021-10-04' 11600.0 429870.0]
1369	['2021-10-05' 11600.0 429870.0]
1370	['2021-10-06' 11600.0 429870.0]
1371	['2021-10-07' 11600.0 429870.0]
1372	['2021-10-08' 12200.0 432370.0]
1373	['2021-10-09' 12200.0 432370.0]
1374	['2021-10-10' 12200.0 432370.0]
1375	['2021-10-11' 12500.0 432370.0]
1376	['2021-10-12' 12550.0 432370.0]
1377	['2021-10-13' 12550.0 432370.0]
1378	['2021-10-14' 12400.0 432370.0]
1379	['2021-10-15' 12450.0 428120.0]
1380	['2021-10-16' 12450.0 428120.0]
1381	['2021-10-17' 12450.0 428120.0]
1382	['2021-10-18' 12550.0 428120.0]
1383	['2021-10-19' 12750.0 428120.0]
1384	['2021-10-20' 12750.0 428120.0]
1385	['2021-10-21' 12900.0 428120.0]
1386	['2021-10-22' 12500.0 399370.0]
1387	['2021-10-23' 12500.0 399370.0]
1388	['2021-10-24' 12500.0 399370.0]
1389	['2021-10-25' 12700.0 399370.0]
1390	['2021-10-26' 13000.0 399370.0]
1391	['2021-10-27' 13000.0 399370.0]
1392	['2021-10-28' 12850.0 399370.0]
1393	['2021-10-29' 13100.0 387670.0]
1394	['2021-10-30' 13100.0 387670.0]
1395	['2021-10-31' 13100.0 387670.0]
1396	['2021-11-01' 12950.0 387670.0]
1397	['2021-11-02' 12950.0 387670.0]
1398	['2021-11-03' 13150.0 387670.0]
1399	['2021-11-04' 13100.0 387670.0]
1400	['2021-11-05' 12900.0 361670.0]
1401	['2021-11-06' 12900.0 361670.0]
1402	['2021-11-07' 12900.0 361670.0]
1403	['2021-11-08' 12650.0 361670.0]
1404	['2021-11-09' 12300.0 361670.0]
1405	['2021-11-10' 12550.0 361670.0]
1406	['2021-11-11' 12850.0 361670.0]
1407	['2021-11-12' 12900.0 334320.0]
1408	['2021-11-13' 12900.0 334320.0]
1409	['2021-11-14' 12900.0 334320.0]
1410	['2021-11-15' 12900.0 334320.0]
1411	['2021-11-16' 12950.0 334320.0]
1412	['2021-11-17' 13000.0 334320.0]
1413	['2021-11-18' 13150.0 334320.0]
1414	['2021-11-19' 13150.0 326970.0]
1415	['2021-11-20' 13150.0 326970.0]
1416	['2021-11-21' 13150.0 326970.0]
1417	['2021-11-22' 12930.0 326970.0]
1418	['2021-11-23' 12800.0 326970.0]
1419	['2021-11-24' 12900.0 326970.0]
1420	['2021-11-25' 13000.0 326970.0]
1421	['2021-11-26' 13000.0 292620.0]
1422	['2021-11-27' 13000.0 292620.0]
1423	['2021-11-28' 13000.0 292620.0]
1424	['2021-11-29' 12950.0 292620.0]
1425	['2021-11-30' 12700.0 292620.0]
1426	['2021-12-01' 12720.0 292620.0]
1427	['2021-12-02' 12620.0 292620.0]
1428	['2021-12-03' 13000.0 275770.0]
1429	['2021-12-04' 13000.0 275770.0]
1430	['2021-12-05' 13000.0 275770.0]
1431	['2021-12-06' 13150.0 275770.0]
1432	['2021-12-07' 13350.0 275770.0]
1433	['2021-12-08' 13150.0 275770.0]
1434	['2021-12-09' 12950.0 275770.0]
1435	['2021-12-10' 12950.0 281520.0]
1436	['2021-12-11' 12950.0 281520.0]
1437	['2021-12-12' 12950.0 281520.0]
1438	['2021-12-13' 12750.0 281520.0]
1439	['2021-12-14' 12700.0 281520.0]
1440	['2021-12-15' 12650.0 281520.0]
1441	['2021-12-16' 12750.0 281520.0]
1442	['2021-12-17' 12950.0 309670.0]
1443	['2021-12-18' 12950.0 309670.0]
1444	['2021-12-19' 12950.0 309670.0]
1445	['2021-12-20' 12700.0 309670.0]
1446	['2021-12-21' 12750.0 309670.0]
1447	['2021-12-22' 12750.0 309670.0]
1448	['2021-12-23' 12700.0 309670.0]
1449	['2021-12-24' 12900.0 287970.0]
1450	['2021-12-25' 12900.0 287970.0]
1451	['2021-12-26' 12900.0 287970.0]
1452	['2021-12-27' 12750.0 287970.0]
1453	['2021-12-28' 12850.0 287970.0]
1454	['2021-12-29' 12750.0 287970.0]
1455	['2021-12-30' 12850.0 287970.0]
1456	['2021-12-31' 12880.0 275620.0]
1457	['2022-01-01' 12880.0 275620.0]
1458	['2022-01-02' 12880.0 275620.0]
1459	['2022-01-03' 12880.0 275620.0]
1460	['2022-01-04' 12630.0 275620.0]
1461	['2022-01-05' 12500.0 275620.0]
1462	['2022-01-06' 12350.0 275620.0]
1463	['2022-01-07' 12600.0 262770.0]
1464	['2022-01-08' 12600.0 262770.0]
1465	['2022-01-09' 12600.0 262770.0]
1466	['2022-01-10' 12700.0 262770.0]
1467	['2022-01-11' 12660.0 262770.0]
1468	['2022-01-12' 12660.0 262770.0]
1469	['2022-01-13' 12660.0 262770.0]
1470	['2022-01-14' 12480.0 261020.0]
1471	['2022-01-15' 12480.0 261020.0]
1472	['2022-01-16' 12480.0 261020.0]
1473	['2022-01-17' 12430.0 261020.0]
1474	['2022-01-18' 12630.0 261020.0]
1475	['2022-01-19' 12750.0 261020.0]
1476	['2022-01-20' 12950.0 261020.0]
1477	['2022-01-21' 13100.0 249370.0]
1478	['2022-01-22' 13100.0 249370.0]
1479	['2022-01-23' 13100.0 249370.0]
1480	['2022-01-24' 12970.0 249370.0]
1481	['2022-01-25' 12820.0 249370.0]
1482	['2022-01-26' 12770.0 249370.0]
1483	['2022-01-27' 12820.0 249370.0]
1484	['2022-01-28' 12900.0 238170.0]
1485	['2022-01-29' 12900.0 238170.0]
1486	['2022-01-30' 12900.0 238170.0]
1487	['2022-01-31' 12900.0 238170.0]
1488	['2022-02-01' 12900.0 238170.0]
1489	['2022-02-02' 12900.0 238170.0]
1490	['2022-02-03' 12900.0 238170.0]
1491	['2022-02-04' 12900.0 238170.0]
1492	['2022-02-05' 12900.0 238170.0]
1493	['2022-02-06' 12900.0 238170.0]
1494	['2022-02-07' 13050.0 238170.0]
1495	['2022-02-08' 12800.0 238170.0]
1496	['2022-02-09' 12550.0 238170.0]
1497	['2022-02-10' 12550.0 238170.0]
1498	['2022-02-11' 12450.0 243220.0]
1499	['2022-02-12' 12450.0 243220.0]
1500	['2022-02-13' 12450.0 243220.0]
1501	['2022-02-14' 12450.0 243220.0]
1502	['2022-02-15' 12350.0 243220.0]
1503	['2022-02-16' 12400.0 243220.0]
1504	['2022-02-17' 12400.0 243220.0]
1505	['2022-02-18' 12400.0 253770.0]
1506	['2022-02-19' 12400.0 253770.0]
1507	['2022-02-20' 12400.0 253770.0]
1508	['2022-02-21' 12800.0 253770.0]
1509	['2022-02-22' 12900.0 253770.0]
1510	['2022-02-23' 13150.0 253770.0]
1511	['2022-02-24' 13900.0 253770.0]
1512	['2022-02-25' 13500.0 270720.0]
1513	['2022-02-26' 13500.0 270720.0]
1514	['2022-02-27' 13500.0 270720.0]
1515	['2022-02-28' 13350.0 270720.0]
1516	['2022-03-01' 13650.0 270720.0]
1517	['2022-03-02' 13650.0 270720.0]
1518	['2022-03-03' 13950.0 270720.0]
1519	['2022-03-04' 13550.0 252970.0]
1520	['2022-03-05' 13550.0 252970.0]
1521	['2022-03-06' 13550.0 252970.0]
1522	['2022-03-07' 13800.0 252970.0]
1523	['2022-03-08' 14000.0 252970.0]
1524	['2022-03-09' 14150.0 252970.0]
1525	['2022-03-10' 13650.0 252970.0]
1526	['2022-03-11' 13550.0 244970.0]
1527	['2022-03-12' 13550.0 244970.0]
1528	['2022-03-13' 13550.0 244970.0]
1529	['2022-03-14' 13250.0 244970.0]
1530	['2022-03-15' 12850.0 244970.0]
1531	['2022-03-16' 13200.0 244970.0]
1532	['2022-03-17' 12800.0 244970.0]
1533	['2022-03-18' 13150.0 248920.0]
1534	['2022-03-19' 13150.0 248920.0]
1535	['2022-03-20' 13150.0 248920.0]
1536	['2022-03-21' 13150.0 248920.0]
1537	['2022-03-22' 13150.0 248920.0]
1538	['2022-03-23' 13000.0 248920.0]
1539	['2022-03-24' 13250.0 248920.0]
1540	['2022-03-25' 13250.0 243920.0]
1541	['2022-03-26' 13250.0 243920.0]
1542	['2022-03-27' 13250.0 243920.0]
1543	['2022-03-28' 13100.0 243920.0]
1544	['2022-03-29' 12950.0 243920.0]
1545	['2022-03-30' 12850.0 243920.0]
1546	['2022-03-31' 12980.0 243920.0]
1547	['2022-04-01' 12800.0 238870.0]
1548	['2022-04-02' 12800.0 238870.0]
1549	['2022-04-03' 12800.0 238870.0]
1550	['2022-04-04' 12800.0 238870.0]
1551	['2022-04-05' 12800.0 238870.0]
1552	['2022-04-06' 13300.0 238870.0]
1553	['2022-04-07' 13200.0 238870.0]
1554	['2022-04-08' 13100.0 235870.0]
1555	['2022-04-09' 13100.0 235870.0]
1556	['2022-04-10' 13100.0 235870.0]
1557	['2022-04-11' 13100.0 235870.0]
1558	['2022-04-12' 13400.0 235870.0]
1559	['2022-04-13' 13400.0 235870.0]
1560	['2022-04-14' 13550.0 235870.0]
1561	['2022-04-15' 13800.0 229370.0]
1562	['2022-04-16' 13800.0 229370.0]
1563	['2022-04-17' 13800.0 229370.0]
1564	['2022-04-18' 13900.0 229370.0]
1565	['2022-04-19' 14000.0 229370.0]
1566	['2022-04-20' 13900.0 229370.0]
1567	['2022-04-21' 14100.0 229370.0]
1568	['2022-04-22' 14050.0 236420.0]
1569	['2022-04-23' 14050.0 236420.0]
1570	['2022-04-24' 14050.0 236420.0]
1571	['2022-04-25' 14200.0 236420.0]
1572	['2022-04-26' 14200.0 236420.0]
1573	['2022-04-27' 14300.0 236420.0]
1574	['2022-04-28' 14500.0 236420.0]
1575	['2022-04-29' 14650.0 244920.0]
1576	['2022-04-30' 14650.0 244920.0]
1577	['2022-05-01' 14650.0 244920.0]
1578	['2022-05-02' 14650.0 244920.0]
1579	['2022-05-03' 14650.0 244920.0]
1580	['2022-05-04' 14650.0 244920.0]
1581	['2022-05-05' 14250.0 244920.0]
1582	['2022-05-06' 14000.0 255070.0]
1583	['2022-05-07' 14000.0 255070.0]
1584	['2022-05-08' 14000.0 255070.0]
1585	['2022-05-09' 14000.0 255070.0]
1586	['2022-05-10' 14000.0 255070.0]
1587	['2022-05-11' 14000.0 255070.0]
1588	['2022-05-12' 14000.0 255070.0]
1589	['2022-05-13' 14150.0 261020.0]
1590	['2022-05-14' 14150.0 261020.0]
1591	['2022-05-15' 14150.0 261020.0]
1592	['2022-05-16' 14000.0 261020.0]
1593	['2022-05-17' 14000.0 261020.0]
1594	['2022-05-18' 14000.0 261020.0]
1595	['2022-05-19' 14000.0 261020.0]
1596	['2022-05-20' 14150.0 252170.0]
1597	['2022-05-21' 14150.0 252170.0]
1598	['2022-05-22' 14150.0 252170.0]
1599	['2022-05-23' 14150.0 252170.0]
1600	['2022-05-24' 14150.0 252170.0]
1601	['2022-05-25' 14200.0 252170.0]
1602	['2022-05-26' 14200.0 252170.0]
1603	['2022-05-27' 14500.0 259670.0]
1604	['2022-05-28' 14500.0 259670.0]
1605	['2022-05-29' 14500.0 259670.0]
1606	['2022-05-30' 14500.0 259670.0]
1607	['2022-05-31' 14600.0 259670.0]
1608	['2022-06-01' 14550.0 259670.0]
1609	['2022-06-02' 14650.0 259670.0]
1610	['2022-06-03' 14650.0 246670.0]
1611	['2022-06-04' 14650.0 246670.0]
1612	['2022-06-05' 14650.0 246670.0]
1613	['2022-06-06' 14700.0 246670.0]
1614	['2022-06-07' 14750.0 246670.0]
1615	['2022-06-08' 15000.0 246670.0]
1616	['2022-06-09' 14800.0 246670.0]
1617	['2022-06-10' 15000.0 217670.0]
1618	['2022-06-11' 15000.0 217670.0]
1619	['2022-06-12' 15000.0 217670.0]
1620	['2022-06-13' 14850.0 217670.0]
1621	['2022-06-14' 14900.0 217670.0]
1622	['2022-06-15' 14550.0 217670.0]
1623	['2022-06-16' 14200.0 217670.0]
1624	['2022-06-17' 14200.0 201270.0]
1625	['2022-06-18' 14200.0 201270.0]
1626	['2022-06-19' 14200.0 201270.0]
1627	['2022-06-20' 13950.0 201270.0]
1628	['2022-06-21' 13650.0 201270.0]
1629	['2022-06-22' 13350.0 201270.0]
1630	['2022-06-23' 13100.0 201270.0]
1631	['2022-06-24' 12350.0 189620.0]
1632	['2022-06-25' 12350.0 189620.0]
1633	['2022-06-26' 12350.0 189620.0]
1634	['2022-06-27' 12450.0 189620.0]
1635	['2022-06-28' 12650.0 189620.0]
1636	['2022-06-29' 12700.0 189620.0]
1637	['2022-06-30' 12750.0 189620.0]
1638	['2022-07-01' 12300.0 172070.0]
1639	['2022-07-02' 12300.0 172070.0]
1640	['2022-07-03' 12300.0 172070.0]
1641	['2022-07-04' 12150.0 172070.0]
1642	['2022-07-05' 11650.0 172070.0]
1643	['2022-07-06' 10950.0 172070.0]
1644	['2022-07-07' 10950.0 172070.0]
1645	['2022-07-08' 11400.0 167070.0]
1646	['2022-07-09' 11400.0 167070.0]
1647	['2022-07-10' 11400.0 167070.0]
1648	['2022-07-11' 11400.0 167070.0]
1649	['2022-07-12' 11400.0 167070.0]
1650	['2022-07-13' 11150.0 167070.0]
1651	['2022-07-14' 11750.0 167070.0]
1652	['2022-07-15' 11950.0 157820.0]
1653	['2022-07-16' 11950.0 157820.0]
1654	['2022-07-17' 11950.0 157820.0]
1655	['2022-07-18' 12050.0 157820.0]
1656	['2022-07-19' 11900.0 157820.0]
1657	['2022-07-20' 12000.0 157820.0]
1658	['2022-07-21' 12050.0 157820.0]
1659	['2022-07-22' 12100.0 138170.0]
1660	['2022-07-23' 12100.0 138170.0]
1661	['2022-07-24' 12100.0 138170.0]
1662	['2022-07-25' 12250.0 138170.0]
1663	['2022-07-26' 12650.0 138170.0]
1664	['2022-07-27' 12650.0 138170.0]
1665	['2022-07-28' 13050.0 138170.0]
1666	['2022-07-29' 13250.0 105670.0]
1667	['2022-07-30' 13250.0 105670.0]
1668	['2022-07-31' 13250.0 105670.0]
1669	['2022-08-01' 13050.0 105670.0]
1670	['2022-08-02' 13000.0 105670.0]
1671	['2022-08-03' 13120.0 105670.0]
1672	['2022-08-04' 12850.0 105670.0]
1673	['2022-08-05' 12800.0 104620.0]
1674	['2022-08-06' 12800.0 104620.0]
1675	['2022-08-07' 12800.0 104620.0]
1676	['2022-08-08' 13050.0 104620.0]
1677	['2022-08-09' 13050.0 104620.0]
1678	['2022-08-10' 13050.0 104620.0]
1679	['2022-08-11' 13050.0 104620.0]
1680	['2022-08-12' 13280.0 96670.0]
1681	['2022-08-13' 13280.0 96670.0]
1682	['2022-08-14' 13280.0 96670.0]
1683	['2022-08-15' 12950.0 96670.0]
1684	['2022-08-16' 12700.0 96670.0]
1685	['2022-08-17' 12780.0 96670.0]
1686	['2022-08-18' 12600.0 96670.0]
1687	['2022-08-19' 12600.0 83270.0]
1688	['2022-08-20' 12600.0 83270.0]
1689	['2022-08-21' 12600.0 83270.0]
1690	['2022-08-22' 12800.0 83270.0]
1691	['2022-08-23' 12870.0 83270.0]
1692	['2022-08-24' 13150.0 83270.0]
1693	['2022-08-25' 13200.0 83270.0]
1694	['2022-08-26' 13400.0 75070.0]
1695	['2022-08-27' 13400.0 75070.0]
1696	['2022-08-28' 13400.0 75070.0]
1697	['2022-08-29' 13100.0 75070.0]
1698	['2022-08-30' 12850.0 75070.0]
1699	['2022-08-31' 12930.0 75070.0]
1700	['2022-09-01' 12680.0 75070.0]
1701	['2022-09-02' 12400.0 70820.0]
1702	['2022-09-03' 12400.0 70820.0]
1703	['2022-09-04' 12400.0 70820.0]
1704	['2022-09-05' 12600.0 70820.0]
1705	['2022-09-06' 12700.0 70820.0]
1706	['2022-09-07' 12300.0 70820.0]
1707	['2022-09-08' 12300.0 70820.0]
1708	['2022-09-09' 12400.0 57270.0]
1709	['2022-09-10' 12400.0 57270.0]
1710	['2022-09-11' 12400.0 57270.0]
1711	['2022-09-12' 12400.0 57270.0]
1712	['2022-09-13' 12600.0 57270.0]
1713	['2022-09-14' 12550.0 57270.0]
1714	['2022-09-15' 12500.0 57270.0]
1715	['2022-09-16' 12350.0 53970.0]
1716	['2022-09-17' 12350.0 53970.0]
1717	['2022-09-18' 12350.0 53970.0]
1718	['2022-09-19' 12350.0 53970.0]
1719	['2022-09-20' 12300.0 53970.0]
1720	['2022-09-21' 12550.0 53970.0]
1721	['2022-09-22' 12750.0 53970.0]
1722	['2022-09-23' 12750.0 47820.0]
1723	['2022-09-24' 12750.0 47820.0]
1724	['2022-09-25' 12750.0 47820.0]
1725	['2022-09-26' 12600.0 47820.0]
1726	['2022-09-27' 12850.0 47820.0]
1727	['2022-09-28' 13250.0 47820.0]
1728	['2022-09-29' 13350.0 47820.0]
1729	['2022-09-30' 13450.0 48995.0]
1730	['2022-10-01' 13450.0 48995.0]
1731	['2022-10-02' 13450.0 48995.0]
1732	['2022-10-03' 13450.0 48995.0]
1733	['2022-10-04' 13450.0 48995.0]
1734	['2022-10-05' 13450.0 48995.0]
1735	['2022-10-06' 13450.0 48995.0]
1736	['2022-10-07' 13450.0 50495.0]
1737	['2022-10-08' 13450.0 50495.0]
1738	['2022-10-09' 13450.0 50495.0]
1739	['2022-10-10' 13800.0 50495.0]
1740	['2022-10-11' 13700.0 50495.0]
1741	['2022-10-12' 13850.0 50495.0]
1742	['2022-10-13' 13950.0 50495.0]
1743	['2022-10-14' 13950.0 43295.0]
1744	['2022-10-15' 13950.0 43295.0]
1745	['2022-10-16' 13950.0 43295.0]
1746	['2022-10-17' 13700.0 43295.0]
1747	['2022-10-18' 13800.0 43295.0]
1748	['2022-10-19' 14000.0 43295.0]
1749	['2022-10-20' 14000.0 43295.0]
1750	['2022-10-21' 13800.0 44495.0]
1751	['2022-10-22' 13800.0 44495.0]
1752	['2022-10-23' 13800.0 44495.0]
1753	['2022-10-24' 13700.0 44495.0]
1754	['2022-10-25' 13500.0 44495.0]
1755	['2022-10-26' 13650.0 44495.0]
1756	['2022-10-27' 13650.0 44495.0]
1757	['2022-10-28' 13470.0 34295.0]
1758	['2022-10-29' 13470.0 34295.0]
1759	['2022-10-30' 13470.0 34295.0]
1760	['2022-10-31' 13470.0 34295.0]
1761	['2022-11-01' 13600.0 34295.0]
1762	['2022-11-02' 13800.0 34295.0]
1763	['2022-11-03' 13670.0 34295.0]
1764	['2022-11-04' 14030.0 33895.0]
1765	['2022-11-05' 14030.0 33895.0]
1766	['2022-11-06' 14030.0 33895.0]
1767	['2022-11-07' 14150.0 33895.0]
1768	['2022-11-08' 14150.0 33895.0]
1769	['2022-11-09' 14140.0 33895.0]
1770	['2022-11-10' 14230.0 33895.0]
1771	['2022-11-11' 14150.0 23395.0]
1772	['2022-11-12' 14150.0 23395.0]
1773	['2022-11-13' 14150.0 23395.0]
1774	['2022-11-14' 14110.0 23395.0]
1775	['2022-11-15' 14330.0 23395.0]
1776	['2022-11-16' 14190.0 23395.0]
1777	['2022-11-17' 14230.0 23395.0]
1778	['2022-11-18' 14100.0 33895.0]
1779	['2022-11-19' 14100.0 33895.0]
1780	['2022-11-20' 14100.0 33895.0]
1781	['2022-11-21' 13650.0 33895.0]
1782	['2022-11-22' 13430.0 33895.0]
1783	['2022-11-23' 13350.0 33895.0]
1784	['2022-11-24' 13350.0 33895.0]
1785	['2022-11-25' 13250.0 64195.0]
1786	['2022-11-26' 13250.0 64195.0]
1787	['2022-11-27' 13250.0 64195.0]
1788	['2022-11-28' 13280.0 64195.0]
1789	['2022-11-29' 13340.0 64195.0]
1790	['2022-11-30' 13240.0 64195.0]
1791	['2022-12-01' 12940.0 64195.0]
1792	['2022-12-02' 12960.0 46895.0]
1793	['2022-12-03' 12960.0 46895.0]
1794	['2022-12-04' 12960.0 46895.0]
1795	['2022-12-05' 12810.0 46895.0]
1796	['2022-12-06' 12690.0 46895.0]
1797	['2022-12-07' 12700.0 46895.0]
1798	['2022-12-08' 12690.0 46895.0]
1799	['2022-12-09' 12880.0 30395.0]
1800	['2022-12-10' 12880.0 30395.0]
1801	['2022-12-11' 12880.0 30395.0]
1802	['2022-12-12' 12640.0 30395.0]
1803	['2022-12-13' 12880.0 30395.0]
1804	['2022-12-14' 12920.0 30395.0]
1805	['2022-12-15' 12940.0 30395.0]
1806	['2022-12-16' 12710.0 30195.0]
1807	['2022-12-17' 12710.0 30195.0]
1808	['2022-12-18' 12710.0 30195.0]
1809	['2022-12-19' 12560.0 30195.0]
1810	['2022-12-20' 12530.0 30195.0]
1811	['2022-12-21' 12600.0 30195.0]
1812	['2022-12-22' 12680.0 30195.0]
1813	['2022-12-23' 12700.0 16395.0]
1814	['2022-12-24' 12700.0 16395.0]
1815	['2022-12-25' 12700.0 16395.0]
1816	['2022-12-26' 12780.0 16395.0]
1817	['2022-12-27' 13090.0 16395.0]
1818	['2022-12-28' 13180.0 16395.0]
1819	['2022-12-29' 13180.0 16395.0]
1820	['2022-12-30' 13210.0 1395.0]
1821	['2022-12-31' 13210.0 1395.0]
1822	['2023-01-01' 13210.0 1395.0]
1823	['2023-01-02' 13210.0 1395.0]
1824	['2023-01-03' 13130.0 1395.0]
1825	['2023-01-04' 13000.0 1395.0]
1826	['2023-01-05' 12700.0 1395.0]
1827	['2023-01-06' 12580.0 -16205.0]
1828	['2023-01-07' 12580.0 -16205.0]
1829	['2023-01-08' 12580.0 -16205.0]
1830	['2023-01-09' 12330.0 -16205.0]
1831	['2023-01-10' 12200.0 -16205.0]
1832	['2023-01-11' 12140.0 -16205.0]
1833	['2023-01-12' 12120.0 -16205.0]
1834	['2023-01-13' 11780.0 395.0]
1835	['2023-01-14' 11780.0 395.0]
1836	['2023-01-15' 11780.0 395.0]
1837	['2023-01-16' 11750.0 395.0]
1838	['2023-01-17' 11800.0 395.0]
1839	['2023-01-18' 11870.0 395.0]
1840	['2023-01-19' 11820.0 395.0]
1841	['2023-01-20' 11870.0 21145.0]
1842	['2023-01-21' 11870.0 21145.0]
1843	['2023-01-22' 11870.0 21145.0]
1844	['2023-01-23' 11870.0 21145.0]
1845	['2023-01-24' 11870.0 21145.0]
1846	['2023-01-25' 11870.0 21145.0]
1847	['2023-01-26' 11870.0 21145.0]
1848	['2023-01-27' 11870.0 40223.0]
1849	['2023-01-28' 11870.0 40223.0]
1850	['2023-01-29' 11870.0 40223.0]
1851	['2023-01-30' 11280.0 40223.0]
1852	['2023-01-31' 11240.0 40223.0]
1853	['2023-02-01' 11100.0 40223.0]
1854	['2023-02-02' 10950.0 40223.0]
1855	['2023-02-03' 10920.0 46401.0]
1856	['2023-02-04' 10920.0 46401.0]
1857	['2023-02-05' 10920.0 46401.0]
1858	['2023-02-06' 10970.0 46401.0]
1859	['2023-02-07' 10970.0 46401.0]
1860	['2023-02-08' 10920.0 46401.0]
1861	['2023-02-09' 10920.0 46401.0]
1862	['2023-02-10' 10740.0 45301.0]
